molecule_chembl_id,canonical_smiles,standard_value
CHEMBL4848582,CN1CCC(O)CC1CNC(=O)c1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,993.0
CHEMBL4853614,O=C(NCC1COCCN1)c1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,819.0
CHEMBL4568735,CO[C@@H](C)c1c(Nc2ccc([C@H](N(C)C(=O)C3CCS(=O)(=O)CC3)C(F)(F)F)cc2)cnc2cc(Cl)nn12,18.0
CHEMBL4584981,CO[C@@H](C)c1c(Nc2ccc([C@@H](N(C)C(=O)C3CCS(=O)(=O)CC3)C(F)(F)F)cc2)cnc2cc(Cl)nn12,190.0
CHEMBL4459895,CC(C)[C@H](NC(=O)c1ccc(Br)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)CF,10.0
CHEMBL5090117,O=C(Nc1ccccc1)c1sc(=S)n2c1[nH]c(=O)c1ccccc12,25000.0
CHEMBL5087259,O=C(Nc1ccc([N+](=O)[O-])cc1)c1sc(=S)n2c1[nH]c(=O)c1ccccc12,6700.0
CHEMBL5085245,O=C(Nc1ccc(Cl)cc1)c1sc(=S)n2c1[nH]c(=O)c1ccccc12,25000.0
CHEMBL5082912,CCc1ccc(NC(=O)c2sc(=S)n3c2[nH]c(=O)c2ccccc23)cc1,25000.0
CHEMBL5093255,COc1ccc(NC(=O)c2sc(=S)n3c2[nH]c(=O)c2ccccc23)cc1,25000.0
CHEMBL5092232,COc1cccc(NC(=O)c2sc(=S)n3c2[nH]c(=O)c2ccccc23)c1,25000.0
CHEMBL5084239,COc1ccccc1NC(=O)c1sc(=S)n2c1[nH]c(=O)c1ccccc12,25000.0
CHEMBL5087532,COc1ccc(OC)c(NC(=O)c2sc(=S)n3c2[nH]c(=O)c2ccccc23)c1,25000.0
CHEMBL5079806,CCc1ccccc1NC(=O)c1sc(=S)n2c1[nH]c(=O)c1ccccc12,14700.0
CHEMBL5092340,O=C(Nc1cc(Cl)cc(Cl)c1)c1sc(=S)n2c1[nH]c(=O)c1ccccc12,2200.0
CHEMBL5078910,O=C(Nc1ccc(Cl)c(Cl)c1)c1sc(=S)n2c1[nH]c(=O)c1ccccc12,25000.0
CHEMBL5084101,COc1ccc(OC)c(NC(=O)c2sc(=S)n3c2[nH]c(=O)c2ccc(OC)cc23)c1,25000.0
CHEMBL5072179,COc1ccc(OC)c(NC(=O)c2sc(=S)n3c2[nH]c(=O)c2ccc(Br)cc23)c1,18800.0
CHEMBL5094630,COc1ccc(OC)c(NC(=O)c2sc(=S)n3c2[nH]c(=O)c2ccc(Cl)cc23)c1,5200.0
CHEMBL5083952,COc1ccc(OC)c(NC(=O)c2sc(=S)n3c2[nH]c(=O)c2ccc(F)cc23)c1,17000.0
CHEMBL5086306,COC(=O)c1ccc2c(=O)[nH]c3c(C(=O)Nc4cc(OC)ccc4OC)sc(=S)n3c2c1,5300.0
CHEMBL5090839,COc1ccc(OC)c(NC(=O)c2sc(=S)n3c2[nH]c(=O)c2cc(OC)ccc23)c1,25000.0
CHEMBL5076557,COc1ccc(OC)c(NC(=O)c2sc(=S)n3c2[nH]c(=O)c2cc(Br)ccc23)c1,6900.0
CHEMBL5094556,COc1ccc(OC)c(NC(=O)c2sc(=S)n3c2[nH]c(=O)c2cc(Cl)ccc23)c1,3200.0
CHEMBL5080756,COc1ccc(OC)c(NC(=O)c2sc(=S)n3c2[nH]c(=O)c2cc(F)c(F)cc23)c1,11600.0
CHEMBL5091353,COc1ccc(OC)c(NC(=O)c2sc(=S)n3c2[nH]c(=O)c2cc(OC)c(OC)cc23)c1,25000.0
CHEMBL5077392,O=C(Nc1ccc([N+](=O)[O-])cc1)c1sc(=S)n2c1[nH]c(=O)c1ccc(Cl)cc12,2600.0
CHEMBL5072197,COC(=O)c1ccc2c(=O)[nH]c3c(C(=O)Nc4ccc([N+](=O)[O-])cc4)sc(=S)n3c2c1,4300.0
CHEMBL5087492,O=C(Nc1cc(Cl)cc(Cl)c1)c1sc(=S)n2c1[nH]c(=O)c1ccc(Cl)cc12,7400.0
CHEMBL5088563,O=C(Nc1cc(Cl)cc(Cl)c1)c1sc(=S)n2c1[nH]c(=O)c1cc(Br)ccc12,3300.0
CHEMBL5077060,COC(=O)c1ccc2c(=O)[nH]c3c(C(=O)Nc4cc(Cl)cc(Cl)c4)sc(=S)n3c2c1,2500.0
CHEMBL5080313,COc1cc2c(=O)[nH]c3c(C(=O)Nc4cc(Cl)cc(Cl)c4)sc(=S)n3c2cc1OC,2200.0
CHEMBL5086958,O=C(Nc1cccc(Cl)c1[N+](=O)[O-])c1sc(=S)n2c1[nH]c(=O)c1ccc(Cl)cc12,4400.0
CHEMBL5082109,COC(=O)c1ccc2c(=O)[nH]c3c(C(=O)Nc4cccc(Cl)c4[N+](=O)[O-])sc(=S)n3c2c1,3000.0
CHEMBL5078165,CCc1ccccc1NC(=O)c1sc(=S)n2c1[nH]c(=O)c1ccc(Cl)cc12,5100.0
CHEMBL5087760,CCc1ccccc1NC(=O)c1sc(=S)n2c1[nH]c(=O)c1ccc(C(=O)OC)cc12,3200.0
CHEMBL5081445,CCc1ccccc1NC(=O)c1sc(=S)n2c1[nH]c(=O)c1cc(Br)ccc12,4400.0
CHEMBL5078822,CCc1ccccc1NC(=O)c1sc(=S)n2c1[nH]c(=O)c1cc(F)c(F)cc12,5200.0
CHEMBL5087126,COC(=O)c1ccc2c(=O)[nH]c3c(C(=O)Nc4ccc(Cl)cc4)sc(=S)n3c2c1,5100.0
CHEMBL5090547,COC(=O)c1ccc2c(=O)[nH]c3c(C(=O)Nc4ccc(Cl)c(Cl)c4)sc(=S)n3c2c1,6900.0
CHEMBL5070379,COc1ccccc1NC(=O)c1sc(=S)n2c1[nH]c(=O)c1ccc(Br)cc12,7700.0
CHEMBL5090041,COc1ccc(OC)c(NC(=O)c2sc(=S)n(-c3cccc(C#N)c3)c2NC(=O)CCl)c1,5500.0
CHEMBL5092692,COc1ccc(OC)c(NC(=O)c2sc(=S)n(-c3cccc(C(F)(F)F)c3)c2NC(=O)CCl)c1,3200.0
CHEMBL5092796,COc1ccc(OC)c(NC(=O)c2sc(=S)n(-c3ccc(C(F)(F)F)cc3)c2NC(=O)CCl)c1,5300.0
CHEMBL5080198,COc1ccc(OC)c(NC(=O)c2sc(=S)n(-c3ccc(Cl)cc3)c2NC(=O)CCl)c1,7000.0
CHEMBL5083165,COc1ccc(OC)c(NC(=O)c2sc(=S)n(-c3cccc(F)c3)c2NC(=O)CCl)c1,3800.0
CHEMBL5088446,COc1ccc(OC)c(NC(=O)c2sc(=S)n(-c3cccc(Br)c3)c2NC(=O)CCl)c1,4600.0
CHEMBL5092929,O=C(Nc1cccc(F)c1)c1sc(=S)n2c1[nH]c(=O)c1ccc(Cl)cc12,5530.0
CHEMBL5081565,O=C(O)c1cccc(NC(=O)c2sc(=S)n3c2[nH]c(=O)c2ccc(Cl)cc23)c1,8360.0
CHEMBL5079555,Cc1ccccc1NC(=O)c1sc(=S)n2c1[nH]c(=O)c1ccc(Cl)cc12,10990.0
CHEMBL5090110,Cc1ccccc1C1CCN(c2ccc(NC(=O)c3ccc(Cl)cc3)c(C(=O)O)c2)C1,12010.0
CHEMBL5093329,COC(=O)c1ccc2c(=O)[nH]c3c(C(=O)Nc4ccc(F)cc4F)sc(=S)n3c2c1,12240.0
CHEMBL5094621,CC(C)c1ccc(S(=O)(=O)Nc2ccc(N3CCC(Cc4ccccc4)CC3)cc2C(=O)O)cc1,12320.0
CHEMBL5092244,COc1cccc(CNC(=O)c2sc(=S)n3c2[nH]c(=O)c2cc(Br)ccc23)c1,12840.0
CHEMBL5087386,COc1cccc(CNC(=O)c2sc(=S)n3c2[nH]c(=O)c2cc(Cl)ccc23)c1,12840.0
CHEMBL5089961,Cc1ccc(S(=O)(=O)C2=C(O)C(=O)N(Cc3ccc(F)cc3)C2c2ccc(C(C)C)cc2)cc1,13040.0
CHEMBL5090479,COC(=O)c1ccc2c(=O)[nH]c3c(C(=O)Nc4ccccc4C)sc(=S)n3c2c1,14540.0
CHEMBL5089168,O=C(O)c1cccc(NC(=O)c2sc(=S)n3c2[nH]c(=O)c2cc(Br)ccc23)c1,14880.0
CHEMBL5081354,O=C(Nc1cccc(F)c1)c1sc(=S)n2c1[nH]c(=O)c1cc(Br)ccc12,16130.0
CHEMBL5084772,Cc1ccc(NC(=O)Nc2ccc3nc(N4CCN(C)CC4)cc(C)c3c2)cc1Cl,16600.0
CHEMBL5083225,CCc1ccccc1NC(=O)c1sc(=S)n2c1[nH]c(=O)c1cc(C)ccc12,18460.0
CHEMBL5079377,O=C(Nc1ccccc1Cl)c1sc(=S)n2c1[nH]c(=O)c1ccccc12,20420.0
CHEMBL5076134,Cc1ccc2c(c1)c(=O)[nH]c1c(C(=O)Nc3ccccc3C)sc(=S)n12,21150.0
CHEMBL5086302,O=C(NCc1ccccc1Cl)c1sc(=S)n2c1[nH]c(=O)c1cc(Br)ccc12,2300.0
CHEMBL5077497,Cc1ccc2c(c1)c(=O)[nH]c1c(C(=O)Nc3cc(Cl)ccc3C)sc(=S)n12,3400.0
CHEMBL5077724,Cc1ccc(Cl)cc1NC(=O)c1sc(=S)n2c1[nH]c(=O)c1cc3c(cc12)OCO3,3600.0
CHEMBL5075716,O=C(NCc1cccs1)c1sc(=S)n2c1[nH]c(=O)c1cc(Br)ccc12,4100.0
CHEMBL5087748,CCOc1ccc(OCC)c(NC(=O)c2sc(=S)n3c2[nH]c(=O)c2ccc(Cl)cc23)c1,4700.0
CHEMBL5086946,O=C(NCc1ccco1)c1sc(=S)n2c1[nH]c(=O)c1cc(Br)ccc12,5200.0
CHEMBL5077868,O=C(NCc1ccccc1Cl)c1sc(=S)n2c1[nH]c(=O)c1cc(Cl)ccc12,5300.0
CHEMBL5079622,COc1ccccc1CNC(=O)c1sc(=S)n2c1[nH]c(=O)c1cc(Cl)ccc12,6000.0
CHEMBL5093736,COc1ccccc1NC(=O)c1sc(=S)n2c1[nH]c(=O)c1cc(Cl)ccc12,6100.0
CHEMBL5094303,COC(=O)c1ccc2c(=O)[nH]c3c(C(=O)Nc4ccc(-c5ccccc5)cc4)sc(=S)n3c2c1,6400.0
CHEMBL5084041,Cc1ccc(NC(=O)c2sc(=S)n3c2[nH]c(=O)c2cc(Br)ccc23)c(C)c1,6400.0
CHEMBL5086532,Cc1ccc(NC(=O)c2sc(=S)n3c2[nH]c(=O)c2cc(C)ccc23)c(C)c1,7160.0
CHEMBL5078790,CO[C@@H](C)c1c(NC(=O)Nc2cnc(C(=O)N3CCCC3)c(Cl)c2)cnc2cc(Cl)nn12,5.0
CHEMBL5191484,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ccnc(C(F)(F)F)n3)CC2)n1,2200.0
CHEMBL5173518,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ccncn3)CC2)n1,50000.0
CHEMBL5199333,FC(F)(F)c1cccc(N[C@H]2CC[C@@H](Nc3ccnc(C(F)(F)F)n3)CC2)c1,1800.0
CHEMBL5207598,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3cnc4ccccc4c3)CC2)n1,7200.0
CHEMBL5191063,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ccc4cnccc4n3)CC2)n1,7500.0
CHEMBL5184632,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ncnc4sccc34)CC2)n1,5000.0
CHEMBL5192821,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ccc4ncc(Cl)n4n3)CC2)n1,400.0
CHEMBL5184753,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ccc4nnc(Cl)n4n3)CC2)n1,300.0
CHEMBL5204871,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ccc4nncn4n3)CC2)n1,35000.0
CHEMBL5179449,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ccc4nnc(Br)n4n3)CC2)n1,1100.0
CHEMBL5199890,CSc1nnc2ccc(N[C@H]3CC[C@@H](Nc4ccnc(C(F)(F)F)n4)CC3)nn12,800.0
CHEMBL5171317,Cc1nnc2ccc(N[C@H]3CC[C@@H](Nc4ccnc(C(F)(F)F)n4)CC3)nn12,4700.0
CHEMBL5197648,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ccc4nnc(C5CC5)n4n3)CC2)n1,4500.0
CHEMBL5204212,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ccc4nnc(C(F)(F)F)n4n3)CC2)n1,1800.0
CHEMBL5180573,Nc1nnc2ccc(N[C@H]3CC[C@@H](Nc4ccnc(C(F)(F)F)n4)CC3)nn12,26000.0
CHEMBL5209109,CN(c1ccc2nnc(Cl)n2n1)[C@H]1CC[C@@H](Nc2ccnc(C(F)(F)F)n2)CC1,500.0
CHEMBL5172731,CN(c1ccnc(C(F)(F)F)n1)[C@H]1CC[C@@H](Nc2ccc3nnc(Cl)n3n2)CC1,1100.0
CHEMBL5177508,FC(F)(F)c1nccc(O[C@H]2CC[C@@H](Nc3ccc4nnc(Cl)n4n3)CC2)n1,1200.0
CHEMBL5203767,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Oc3ccc4nnc(Cl)n4n3)CC2)n1,7200.0
CHEMBL5195900,FC(F)(F)c1nccc(N[C@]23CC[C@](Nc4ccc5nnc(Cl)n5n4)(CC2)CC3)n1,4200.0
CHEMBL5181736,FC(F)(F)c1nccc(N2CCC(CNc3ccc4nnc(Cl)n4n3)CC2)n1,6100.0
CHEMBL5193497,FC(F)(F)c1nccc(NCC2CCN(c3ccc4nnc(Cl)n4n3)CC2)n1,23000.0
CHEMBL5204915,FC(F)(F)c1nccc(NC2CCN(c3ccc4nnc(Cl)n4n3)CC2)n1,6100.0
CHEMBL5182946,FC(F)(F)c1nccc(N2CCC(Nc3ccc4nnc(Cl)n4n3)CC2)n1,50000.0
CHEMBL5188862,FC(F)(F)c1nccc(N2CCN(c3ccc4nnc(Cl)n4n3)CC2)n1,50000.0
CHEMBL5189224,FC(F)(F)c1nccc(N[C@@H]2CC[C@H](Nc3ccc4nnc(Cl)n4n3)C2)n1,1100.0
CHEMBL5186994,FC(F)(F)c1nccc(N[C@H]2C[C@@H](CNc3ccc4nnc(Cl)n4n3)C2)n1,17000.0
CHEMBL5206064,FC(F)(F)c1nccc(NC[C@H]2C[C@@H](Nc3ccc4nnc(Cl)n4n3)C2)n1,18000.0
CHEMBL5201433,FC(F)(F)c1nccc(N[C@H]2C[C@@H](Nc3ccc4nnc(Cl)n4n3)C2)n1,50000.0
CHEMBL5170695,Clc1nnc2ccc(N[C@H]3CC[C@@H](Nc4ccncn4)CC3)nn12,31000.0
CHEMBL5208911,FC(F)(F)c1cccc(N[C@H]2CC[C@@H](Nc3ccc4nnc(Cl)n4n3)CC2)c1,1400.0
CHEMBL5177135,COc1ncc(N[C@H]2CC[C@@H](Nc3ccc4nnc(Cl)n4n3)CC2)cc1Cl,600.0
CHEMBL5187381,FC(F)(F)c1cc(N[C@H]2CC[C@@H](Nc3ccc4nnc(Cl)n4n3)CC2)ccn1,1500.0
CHEMBL5281129,CN(C)[C@@H](CO)CNC(=O)c1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,690.0
CHEMBL5276870,CN(C)CC(=O)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,3878.0
CHEMBL5279340,CN(C)[C@@H](CO)C(=O)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,4021.0
CHEMBL5285243,O=C(Cc1ccccc1)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,188.0
CHEMBL5278393,CC(=O)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,1773.0
CHEMBL5269108,O=C(NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1)c1ccccc1,25000.0
CHEMBL5277558,O=C(CCc1ccccc1)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,262.0
CHEMBL5280747,O=C(NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1)C(O)c1ccccc1,159.0
CHEMBL5279448,N[C@H](C(=O)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1)c1ccccc1,53.0
CHEMBL5282720,N[C@@H](C(=O)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1)c1ccccc1,368.0
CHEMBL5284437,N[C@@H](Cc1ccccc1)C(=O)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,280.0
CHEMBL5290417,CN(C)[C@H](C(=O)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1)c1ccccc1,53.0
CHEMBL5287958,CS(=O)(=O)N[C@H](C(=O)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1)c1ccccc1,60.0
CHEMBL5286543,CC(=O)N[C@H](C(=O)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1)c1ccccc1,42.0
CHEMBL5268688,CC(C)[C@H](N)C(=O)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,1846.0
CHEMBL5276979,CC(=O)N[C@H](C(=O)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1)C(C)C,2059.0
CHEMBL5278620,NC(C(=O)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1)c1ccccn1,227.0
CHEMBL5282179,CC(=O)NC(C(=O)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1)c1ccccn1,56.0
CHEMBL5286743,CS(=O)(=O)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,2189.0
CHEMBL5269698,NC(=O)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,1432.0
CHEMBL5272154,N#C/N=C(\N)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,1586.0
CHEMBL5291278,NC(=O)/N=C(\N)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,1114.0
CHEMBL5283688,CC(=O)/N=C(\N)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,1540.0
CHEMBL5285346,CS(=O)(=O)/N=C(\N)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,401.0
CHEMBL5272624,CCN/C(=N\S(C)(=O)=O)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,848.0
CHEMBL5286997,CS(=O)(=O)/N=C(/NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1)NCC1CC1,53.0
CHEMBL5270817,CS(=O)(=O)/N=C(\NCc1ccccc1)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,31.0
CHEMBL5278468,CS(=O)(=O)/N=C(\NCc1ccccn1)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,34.0
CHEMBL5278273,CS(=O)(=O)/N=C(\NCc1cccc(Cl)c1)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,20.0
CHEMBL5281444,CS(=O)(=O)/N=C(/NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1)NCc1cccs1,26.0
CHEMBL5287727,CS(=O)(=O)/N=C(/NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1)N[C@H](CO)c1ccccc1,45.0
CHEMBL5272551,N/C(=N\S(=O)(=O)C1CC1)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,258.0
CHEMBL5285894,N/C(=N\S(=O)(=O)C1CCCCC1)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,762.0
CHEMBL5266733,N/C(=N\S(=O)(=O)Cc1ccccc1)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,774.0
CHEMBL5276988,N/C(=N\S(=O)(=O)c1ccccc1)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,93.0
CHEMBL5267101,N/C(=N\S(=O)(=O)c1ccncc1)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,562.0
CHEMBL5266044,N/C(=N\S(=O)(=O)c1cccs1)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,249.0
CHEMBL5275402,Cn1ccc(S(=O)(=O)/N=C(\N)NCc2cc(-c3ccc(Cl)cc3)n(-c3ccc(Cl)cc3)n2)n1,510.0
CHEMBL5290312,N/C(=N\S(=O)(=O)c1cccc(F)c1)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,56.0
CHEMBL5274033,COc1cccc(S(=O)(=O)/N=C(\N)NCc2cc(-c3ccc(Cl)cc3)n(-c3ccc(Cl)cc3)n2)c1,60.0
